"旧库公司ID","旧库名称","结论","对应启用招聘主体","主体范围说明","归属依据","旧招聘入口","本轮检查证据","以往检查证据"
"co_344c87312a6b7835b625","致同","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://www.grantthornton.cn/campus-recruitment#0aa35d09-c4a5-4015-9f17-911fe0e283fd","unverified | 2026-09-17T15:48:33.730Z | artifacts/full-registry-review-20260917/verify-followups/co_344c87312a6b7835b625/verification.json
followup_links | 2026-09-17T15:33:24.496Z | artifacts/full-registry-review-20260917/discover-portal/d47cdf4f61f92644/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_344c87312a6b7835b625/verification.json"
"co_2eaea7daf82f404a717b","致同会计师事务所","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/3xu-KDQDhnANBr-jrCSAFg
https://mp.weixin.qq.com/s/Bv34FJWXimzBSlRjxyPZIQ","transport_error | 2026-09-17T16:07:53.344Z | artifacts/full-registry-review-20260917/discover-wechat/095313f23389e7f9/discovery.json
transport_error | 2026-09-17T16:07:14.533Z | artifacts/full-registry-review-20260917/discover-wechat/1b0efd4c058d7eb5/discovery.json",""
"co_367cff08ccd4203a54f4","致欧家居","已关联启用招聘来源","致欧家居","主体已在启用来源中，核验时间见证据。","公开门户 title=加入致欧家居，与当前 API 招聘岗位对应。","https://songmicshome.jobs.feishu.cn/852372
https://songmicshome.jobs.feishu.cn/852372/position/list
https://songmicshome.jobs.feishu.cn/852372/position/list?keywords=&category=&location=&project=7501632534049917196&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=","verified_api_full_jd | 2026-09-17T15:26:46.767Z | artifacts/full-registry-review-20260917/verify-uncovered-ats/co_367cff08ccd4203a54f4/verification.json",""
"co_d3e6fbe21e143157617d","致真精密仪器","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/v51i859OVDFjuCaPmJBBCw","retrieved_no_api_link | 2026-09-17T16:07:56.128Z | artifacts/full-registry-review-20260917/discover-wechat/92810c86bea25388/discovery.json",""
"co_85edede513d12efc40ce","致真设备","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/Eu_QlEBFRE3SaxTnJMGYDA","transport_error | 2026-09-17T16:07:18.172Z | artifacts/full-registry-review-20260917/discover-wechat/7611466f0b72bc3c/discovery.json",""
"co_5143cc092b8bc3c3e50e","致瞻科技","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/4__D_CcCqBXP1jQurdmTYg","transport_error | 2026-09-17T16:07:56.935Z | artifacts/full-registry-review-20260917/discover-wechat/17179d18134b3f81/discovery.json",""
"co_7dc7f0f1f0d1de2f0262","致远互联","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/qYAgCfz771YJ1gmOncPQyQ","transport_error | 2026-09-17T16:07:20.310Z | artifacts/full-registry-review-20260917/discover-wechat/d91b018d7b7a2727/discovery.json",""
"co_f3b1a634d960029d2aa7","臻臣集团","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/lLdnFFjptOX4yAjwbm9ocA","unreadable_article | 2026-09-17T16:07:59.238Z | artifacts/full-registry-review-20260917/discover-wechat/e1188fa788e1386a/discovery.json",""
"co_14cb1ec0e4882a7411a9","臻驱科技","已关联启用招聘来源","臻驱科技","主体已在启用来源中，核验时间见证据。","","https://campus.51job.com/2026leadrive/p4.html
https://leadrive.jobs.feishu.cn/391532?spread=AMJWGFQ","api_empty | 2026-09-17T15:30:48.453Z | artifacts/full-registry-review-20260917/platform-recovery/batch-51job_hosted-zhaopin.json","../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/verified/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/manifest-before-multisite.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/verified/company-14cb1ec0e488/verification.json
../hardware-auto-campus-job-fit/data/candidate-ledger.json"
"co_a2394206d16ea021bb9b","舍弗勒","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://schaeffler.tupu360.com/position/list?enter=menu&type=CAMPUSRECRUITMENT&lang=zh_CN
https://schaeffler.tupu360.com/position/list?enter=menu&type=TECHNOLOGYRUITMENT&lang=zh_CN
https://schaeffler.tupu360.com/position/list?type=CAMPUSRECRUITMENT&lang=zh_CN
https://schaeffler.tupu360.com/position/list?type=TECHNOLOGYRUITMENT&lang=zh_CN","retrieved_no_api_link | 2026-09-17T15:33:24.890Z | artifacts/full-registry-review-20260917/discover-portal/0fc672145ad72e07/discovery.json
retrieved_no_api_link | 2026-09-17T15:33:24.794Z | artifacts/full-registry-review-20260917/discover-portal/1cfb7c4273f687e7/discovery.json
followup_links | 2026-09-17T15:33:24.810Z | artifacts/full-registry-review-20260917/discover-portal/3f0fcac723a8e34a/discovery.json
followup_links | 2026-09-17T15:33:24.694Z | artifacts/full-registry-review-20260917/discover-portal/6a91904011270070/discovery.json","../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/verified/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/retried/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/retried/company-a2394206d16e/verification.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/verified/company-a2394206d16e/verification.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/manifest-before-multisite.json
../hardware-auto-campus-job-fit/data/candidate-ledger.json"
"co_c6224e26823a545565cd","舒客电商","已关联启用招聘来源","舒客电商","主体已在启用来源中，核验时间见证据。","同一公开门户 title=舒客电商校园招聘，description=到天竺灵山，开启你的新工作；品牌频道与租户名称由本页直接关联，按该招聘主体保留。","https://tianzhulingshan.jobs.feishu.cn/267335/position/list?location=CT_45","verified_api_full_jd | 2026-09-17T15:26:46.947Z | artifacts/full-registry-review-20260917/verify-uncovered-ats/co_c6224e26823a545565cd/verification.json",""
"co_2d42a5ba7989283cc88d","舜云科技","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/k1W9scZy-aBYhpl4sLgFFQ","retrieved_no_api_link | 2026-09-17T16:07:22.538Z | artifacts/full-registry-review-20260917/discover-wechat/7c405f787f6403db/discovery.json",""
"co_68d4c5202b26fcf05668","舜宇-末班车","已关联启用招聘来源","舜宇集团","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","","https://campus.sunnyoptical.cn/","","../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/verified/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/verified/co_68d4c5202b26fcf05668/verification.json
../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/manifest.json"
"co_94ec9eaba1ce2bdcc2fd","舜宇集团","已关联启用招聘来源","舜宇集团","主体已在启用来源中，核验时间见证据。","","https://app.mokahr.com/campus-recruitment/sunnyoptical/45602?sourceToken=829710cef31733e5c0aab4ac7b8807fc#/
https://app.mokahr.com/campus-recruitment/sunnyoptical/45602?sourceToken=f3e69cdfc1a052f31b6302100007d564#/","","../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/verified/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/verified/co_94ec9eaba1ce2bdcc2fd/verification.json
../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/manifest.json
../hardware-auto-campus-job-fit/data/candidate-ledger.json"
"co_e7b4584f174e2b68244a","舜宇集团-新增岗位","已关联启用招聘来源","舜宇集团","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","","https://app.mokahr.com/campus-recruitment/sunnyoptical/45602?sourceToken=829710cef31733e5c0aab4ac7b8807fc#/","",""
"co_f5c26b122fe2410694bb","舞肌科技","已关联启用招聘来源","舞肌科技","主体已在启用来源中，核验时间见证据。","","https://app.mokahr.com/campus-recruitment/wuji/145173?locale=zh-CN#/jobs
https://kilocycles.github.io/myrecruitsite","","../hardware-auto-campus-job-fit/artifacts/source-validation/long-tail/verified/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/long-tail/verified/co_f5c26b122fe2410694bb/verification.json
../hardware-auto-campus-job-fit/data/candidate-ledger.json"
"co_e7b24a1451711e2256ea","舟山交投","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/wsnmQhVgACm25Oi5uwOX6A","retrieved_no_api_link | 2026-09-17T16:08:01.278Z | artifacts/full-registry-review-20260917/discover-wechat/4b15ff989d8c5344/discovery.json",""
"co_1538ab32df5e91f75e10","航亚科技","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/o4dkhA-gkMGfvMJ5ulvfYw","retrieved_no_api_link | 2026-09-17T16:07:22.729Z | artifacts/full-registry-review-20260917/discover-wechat/aa8b00691308bc82/discovery.json",""
"co_ba95dbd037c0609da69e","航嘉集团","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://hr.huntkey.com/campus/jobs","transport_error | 2026-09-17T15:33:25.168Z | artifacts/full-registry-review-20260917/discover-portal/4669b229748473c1/discovery.json","../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/verified/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/verified/co_ba95dbd037c0609da69e/verification.json
../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/retry/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/retry/co_ba95dbd037c0609da69e/verification.json
../hardware-auto-campus-job-fit/data/candidate-ledger.json"
"co_0a4568b5ba3f395e89fc","航天208所","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/cZXL2XNPAtHHs0Lpe3rCgw","unreadable_article | 2026-09-17T16:08:01.351Z | artifacts/full-registry-review-20260917/discover-wechat/8ee39623e6d6fc4b/discovery.json",""
"co_14ae2e95fd4d8d5dc23a","航天502所","已关联启用招聘来源","航天502所","主体已在启用来源中，核验时间见证据。","","https://app.mokahr.com/campus-recruitment/bice/144168#/jobs
https://app.mokahr.com/campus-recruitment/bice/144168?locale=zh-CN#/","","artifacts/industry-expansion-20260917/verify-ats-2/manifest.json
artifacts/industry-expansion-20260917/verify-ats-2/co_14ae2e95fd4d8d5dc23a/verification.json"
"co_59e2c208ec9dd3debaff","航天513所","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/Nybdv9bTCg32ElTUZusRZA
https://mp.weixin.qq.com/s/UjuP32-STF64VGjGyemUUw","retrieved_no_api_link | 2026-09-17T16:08:01.922Z | artifacts/full-registry-review-20260917/discover-wechat/06ef941ace9e488f/discovery.json
retrieved_no_api_link | 2026-09-17T16:07:26.183Z | artifacts/full-registry-review-20260917/discover-wechat/1d6eb30a1ecb099d/discovery.json",""
"co_b7c1eafaf31d207451de","航天513所-暑期实践","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/xvtOHSyTrdq4OIwDokpeBA","transport_error | 2026-09-17T16:07:26.909Z | artifacts/full-registry-review-20260917/discover-wechat/30a6929256bdb320/discovery.json",""
"co_edfcde6e8f1c44bccd65","航天513所-暑期实践开放周","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/uBNsXgOppW2Rdy00LYoMJQ","unreadable_article | 2026-09-17T16:08:04.913Z | artifacts/full-registry-review-20260917/discover-wechat/4db5a0f82cca4f6f/discovery.json",""
"co_2b8c1a86abd2493bb473","航天一院","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://m.zhaopin.com/xiaoyuan/company/detail?number=KA0133192447P90000003000&srccode=644201
https://mp.weixin.qq.com/s/zdqcAX_XzuQ1MtONidPyGg
https://xiaoyuan.zhaopin.com/company/KA0133192447P90000002000?refcode=4444&srccode=443001","transport_error | 2026-09-17T16:07:28.318Z | artifacts/full-registry-review-20260917/discover-wechat/fa2f1e04c8490a38/discovery.json
no_api_discovered | 2026-09-17T15:30:48.618Z | artifacts/full-registry-review-20260917/platform-recovery/batch-51job_hosted-zhaopin.json
no_api_discovered | 2026-09-17T15:30:48.965Z | artifacts/full-registry-review-20260917/platform-recovery/batch-51job_hosted-zhaopin.json",""
"co_b6db2b7946482fce3417","航天三江","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/He0ui6ydqZx7tD1zS5RG4Q
https://xy.liepin.com/casic2","transport_error | 2026-09-17T16:08:04.938Z | artifacts/full-registry-review-20260917/discover-wechat/e3ad179097686f38/discovery.json
no_api_discovered | 2026-09-17T15:29:45.276Z | artifacts/full-registry-review-20260917/platform-recovery/batch-liepin-boss_zhipin-nowcoder-taleo-oracle_recruiting-greenhouse.json",""
"co_0e79eb0f239d44864efe","航天三江万峰公司","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://www.iguopin.com/company/jobs?id=10685378926325358","unverified | 2026-09-17T15:47:43.700Z | artifacts/full-registry-review-20260917/verify-followups/co_0e79eb0f239d44864efe/verification.json
followup_links | 2026-09-17T15:33:25.223Z | artifacts/full-registry-review-20260917/discover-portal/b07ad7766b84077b/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_0e79eb0f239d44864efe/verification.json"
"co_f39b78ad8501bc0aeb55","航天三院管理专项","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/WAMLRCxxF-OhnsTbfhLsrw","transport_error | 2026-09-17T16:07:29.994Z | artifacts/full-registry-review-20260917/discover-wechat/8974584d9b7061cd/discovery.json",""
"co_78a3a400e114e47c225f","航天东方红","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/a0d8ufEEVxQwKhu5cgEvwA","retrieved_no_api_link | 2026-09-17T16:08:05.886Z | artifacts/full-registry-review-20260917/discover-wechat/a2b6638572f10a04/discovery.json",""
"co_892d95cc5924f86cd62d","航天中心医院","已关联启用招聘来源","通用技术集团","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","","https://genertec.zhiye.com/custom/7a34f1fa-99fc-d287-e761-c9dc230e5baa?queryId=e1378298-3e5b-4cf3-9c00-6461f1066dfe","","artifacts/industry-expansion-20260917/verify-ats-0/manifest.json
artifacts/industry-expansion-20260917/verify-ats-0/co_892d95cc5924f86cd62d/verification.json"
"co_21827f2fab20b50864fd","航天五院","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/Aw8evom_2nqqsAtvp9u4rA
https://mp.weixin.qq.com/s/ZKsLbMOdOE3arFA4nYOSOA","transport_error | 2026-09-17T16:08:06.009Z | artifacts/full-registry-review-20260917/discover-wechat/8f20631228436a4e/discovery.json
retrieved_no_api_link | 2026-09-17T16:07:32.081Z | artifacts/full-registry-review-20260917/discover-wechat/978ca00031f8f5e1/discovery.json",""
"co_8079eaa9a07a34c6cbd1","航天五院供应链中心","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/vRZ9KqDhD-ozT_IrDcCGxg","transport_error | 2026-09-17T16:07:34.922Z | artifacts/full-registry-review-20260917/discover-wechat/b5d9896d1e2a5af5/discovery.json",""
"co_70f73b02167be45a9df1","航天五院总体设计部","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://app.mokahr.com/campus-recruitment/hangtianwuyuan/150724?locale=zh-CN#/
https://app.mokahr.com/campus-recruitment/hangtianwuyuan/150724?locale=zh-CN#/jobs","empty_api_no_new_route | 见原始记录 | artifacts/full-registry-review-20260917/ats-recovery/manifest.json","artifacts/industry-expansion-20260917/verify-ats-1/manifest.json
artifacts/industry-expansion-20260917/verify-ats-1/co_70f73b02167be45a9df1/verification.json"
"co_ed522581535ea93f9e1d","航天五院通信与导航卫星总体部","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/JMgpwII4iVsXq5XHD8UtvQ","retrieved_no_api_link | 2026-09-17T16:08:07.504Z | artifacts/full-registry-review-20260917/discover-wechat/28f41a4c7e76713c/discovery.json",""
"co_892d806a37c4c3bc499b","航天五院遥感卫星总体部","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/DY1NXNIlGa87zuc61idvNQ","retrieved_no_api_link | 2026-09-17T16:07:36.323Z | artifacts/full-registry-review-20260917/discover-wechat/5faa21e344114800/discovery.json",""
"co_30fd609d49e774a85f1e","航天信息","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/hbDq2RvEb7fBMxK1feZR6A","retrieved_no_api_link | 2026-09-17T16:08:08.892Z | artifacts/full-registry-review-20260917/discover-wechat/f1a844dba8a7aa73/discovery.json",""
"co_82cce81569874fc5d807","航天八〇四所","已关联启用招聘来源","航天八〇四所","主体已在启用来源中，核验时间见证据。","","https://toa7dmu9bq.jobs.feishu.cn/764595","","artifacts/industry-expansion-20260917/verify-ats-2/manifest.json
artifacts/industry-expansion-20260917/verify-ats-2/co_82cce81569874fc5d807/verification.json"
"co_a39c341b45f6afe9b6c4","航天八院上海空间电源研究所","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://sast.m.zhiye.com/job.html?pi=1&ps=1000&jc=2&c1=1_3&ky=&c=&c2=-1","covered_by_recovered_group | 见原始记录 | artifacts/full-registry-review-20260917/ats-recovery/manifest.json","artifacts/industry-expansion-20260917/verify-repairs/manifest.json
artifacts/industry-expansion-20260917/verify-repairs/co_a39c341b45f6afe9b6c4/verification.json
artifacts/industry-expansion-20260917/verify-ats-0/manifest.json
artifacts/industry-expansion-20260917/verify-ats-0/co_a39c341b45f6afe9b6c4/verification.json"
"co_81f80a8d8b5542da5487","航天南湖","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/05NqHhiG_AJDYxoK3ab8cg","retrieved_no_api_link | 2026-09-17T16:07:37.115Z | artifacts/full-registry-review-20260917/discover-wechat/ce2d8665dd19629e/discovery.json",""
"co_a477db28dee119e3f4fe","航天博目电子科技有限公司","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/6SR06hIAqVZJf08Bp1eEfA","retrieved_no_api_link | 2026-09-17T16:08:11.224Z | artifacts/full-registry-review-20260917/discover-wechat/94409bf0afd16fc7/discovery.json",""
"co_0110564a926331b21bf0","航天广通","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/KG01x_VOwocNyUd8ZCPEAQ","transport_error | 2026-09-17T16:07:38.014Z | artifacts/full-registry-review-20260917/discover-wechat/97556d5341ac2936/discovery.json",""
"co_e223666163efca3137fa","航天彩虹无人机股份有限公司","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/g-vKP_Ay2Jfv8qyJqX6Y-Q","unreadable_article | 2026-09-17T16:08:12.190Z | artifacts/full-registry-review-20260917/discover-wechat/b511676d31eb59e0/discovery.json",""
"co_5310e6bed4ab187301f0","航天微电","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/IL-ozKFHEuYJw77b2w1ztA","retrieved_no_api_link | 2026-09-17T16:07:39.983Z | artifacts/full-registry-review-20260917/discover-wechat/0cb7969da7775aad/discovery.json",""
"co_61e0384af64be454cd4f","航天恒星","已关联启用招聘来源","航天恒星","主体已在启用来源中，核验时间见证据。","","https://spacestar.zhiye.com/campus/jobs","","artifacts/industry-expansion-20260917/verify-ats-1/manifest.json
artifacts/industry-expansion-20260917/verify-ats-1/co_61e0384af64be454cd4f/verification.json"
"co_64785b7fed86c639442f","航天控制","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://casic.m.zhiye.com/htkz/index.html","unverified | 见原始记录 | artifacts/full-registry-review-20260917/ats-recovery/manifest.json","artifacts/industry-expansion-20260917/verify-repairs/manifest.json
artifacts/industry-expansion-20260917/verify-repairs/co_64785b7fed86c639442f/verification.json
artifacts/industry-expansion-20260917/verify-ats-2/manifest.json
artifacts/industry-expansion-20260917/verify-ats-2/co_64785b7fed86c639442f/verification.json"
"co_547b9f7aacfe375203e1","航天数字","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/x4FDgUxP0Z3M4YKVE_86bQ","retrieved_no_api_link | 2026-09-17T16:08:12.947Z | artifacts/full-registry-review-20260917/discover-wechat/6ac335834bdfe59d/discovery.json",""
"co_1107f6170851f9dcd740","航天新气象","API当前为空","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","http://campus.51job.com/htxqx2026/job.html","api_empty | 2026-09-17T15:30:49.062Z | artifacts/full-registry-review-20260917/platform-recovery/batch-51job_hosted-zhaopin.json",""
"co_e4b70e60c5af919977cf","航天时代低空科技有限公司","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/FNP_v0w7j9mB6R7AEvWr3g","transport_error | 2026-09-17T16:07:42.928Z | artifacts/full-registry-review-20260917/discover-wechat/e95770aae7b00a82/discovery.json",""
"co_f3afd6ae9a30993c719b","航天智能院","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/I1dQVdyK5e1weBgXsGbdwg
https://mp.weixin.qq.com/s/KGt3dY5oVjVaIe_Jc3aPqw
https://mp.weixin.qq.com/s/sWP9d22w2dsRSl-rF4DCHA","unreadable_article | 2026-09-17T16:08:14.024Z | artifacts/full-registry-review-20260917/discover-wechat/74dbd2100da8d1ea/discovery.json
unreadable_article | 2026-09-17T16:07:43.916Z | artifacts/full-registry-review-20260917/discover-wechat/92c06476016c4d47/discovery.json
transport_error | 2026-09-17T16:08:14.294Z | artifacts/full-registry-review-20260917/discover-wechat/cbcf4380fad89505/discovery.json",""
"co_5c859b01125e62570118","航天泰瑞捷","本轮访问失败／受限","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/WJWj762VPE-r3VTe_qEFyQ","transport_error | 2026-09-17T16:07:46.027Z | artifacts/full-registry-review-20260917/discover-wechat/7d304bd5fcd1b618/discovery.json",""
"co_dda4085b9bf1ee0a5a08","航天物联网技术有限公司","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/Jih6_Oi3O1cZk-QBDymngA","retrieved_no_api_link | 2026-09-17T16:08:15.449Z | artifacts/full-registry-review-20260917/discover-wechat/8ede3a381aeb1391/discovery.json",""
"co_d48db984978c5f4c55ec","航天电器","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/KRZh85hfm402HWJTLe0rcA","retrieved_no_api_link | 2026-09-17T16:07:46.051Z | artifacts/full-registry-review-20260917/discover-wechat/092d0133788d8ab4/discovery.json",""
"co_85e6275e6e8bcd0503bf","航天电科","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/8lFuylJ_p5r_vgnta-wUog","retrieved_no_api_link | 2026-09-17T16:08:17.430Z | artifacts/full-registry-review-20260917/discover-wechat/18dade509ce47357/discovery.json",""
"co_de910eced43977b1e77b","航天科工三院","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://fhjs.m.zhiye.com/feihang.html?adId=230589036","unverified | 见原始记录 | artifacts/full-registry-review-20260917/ats-recovery/manifest.json","artifacts/industry-expansion-20260917/verify-repairs/manifest.json
artifacts/industry-expansion-20260917/verify-repairs/co_de910eced43977b1e77b/verification.json
artifacts/industry-expansion-20260917/verify-ats-0/manifest.json
artifacts/industry-expansion-20260917/verify-ats-0/co_de910eced43977b1e77b/verification.json"
"co_8d7d18ff3e1c13d14b6d","航天科工二院","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://casic.m.zhiye.com/joblist.html?jc=2&ky=&pi=1&ps=10&c1=&c2=3_16&c=
https://mp.weixin.qq.com/s/WWY7o8FALJrY9kMOzTq1QA","transport_error | 2026-09-17T16:07:47.246Z | artifacts/full-registry-review-20260917/discover-wechat/1e3077f0cd8e6f2c/discovery.json
unverified | 见原始记录 | artifacts/full-registry-review-20260917/ats-recovery/manifest.json","artifacts/industry-expansion-20260917/verify-repairs/manifest.json
artifacts/industry-expansion-20260917/verify-repairs/co_8d7d18ff3e1c13d14b6d/verification.json
artifacts/industry-expansion-20260917/verify-ats-1/manifest.json
artifacts/industry-expansion-20260917/verify-ats-1/co_8d7d18ff3e1c13d14b6d/verification.json"
"co_0874fa8038a6cbbe1cbe","航天科工二院-暑期实践","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://m.zhaopin.com/xiaoyuan/position/detail?number=CCL1424770010J40922045602&openmp=0&srccode=644001","no_api_discovered | 2026-09-17T15:30:49.481Z | artifacts/full-registry-review-20260917/platform-recovery/batch-51job_hosted-zhaopin.json",""
